customer_ID,timestamp,transaction_type,transaction_amount,product_used,customer_tenure,transaction_frequency
4,2024-10-10 00:30:06.649188,deposit,5.81,high_yield_savings_account,1,17
4,2024-10-05 00:30:06.649188,payment,123.04,high_yield_savings_account,1,17
4,2024-12-13 00:30:06.649188,withdrawal,129.31,platinum_credit_card,1,17
4,2024-12-29 00:30:06.649644,withdrawal,156.13,savings_account,1,17
4,2024-11-01 00:30:06.649644,deposit,27.94,personal_loan,1,17
4,2024-08-21 00:30:06.649644,payment,44.94,low_interest_loan,1,17
4,2024-05-15 00:30:06.649644,transfer,124.38,savings_account,1,17
4,2024-09-18 00:30:06.649644,deposit,103.8,savings_account,1,17
4,2024-05-19 00:30:06.649644,deposit,117.65,premium_checking_account,1,17
4,2024-11-20 00:30:06.650187,withdrawal,94.65,retirement_account,1,17
4,2025-01-05 00:30:06.650187,withdrawal,48.24,basic_checking_account,1,17
4,2024-12-04 00:30:06.650187,withdrawal,94.9,investment_account,1,17
4,2025-01-04 00:30:06.650187,deposit,102.11,platinum_credit_card,1,17
4,2024-06-26 00:30:06.650187,payment,94.38,basic_checking_account,1,17
4,2025-02-12 00:30:06.650187,deposit,88.95,savings_account,1,17
4,2024-06-12 00:30:06.650187,payment,72.64,platinum_credit_card,1,17
4,2025-02-06 00:30:06.650187,withdrawal,38.6,personal_loan,1,17
4,2024-12-04 00:30:06.650187,payment,87.35,low_interest_loan,1,17
4,2025-02-13 00:30:06.650187,transfer,106.37,personal_loan,1,17
4,2024-06-27 00:30:06.650187,transfer,51.39,retirement_account,1,17
4,2024-05-02 00:30:06.650187,transfer,103.97,savings_account,1,17
4,2025-02-05 00:30:06.650187,payment,62.18,retirement_account,1,17
4,2025-01-12 00:30:06.651186,deposit,28.89,basic_checking_account,1,17
4,2024-07-04 00:30:06.651186,withdrawal,61.34,basic_checking_account,1,17
4,2025-02-07 00:30:06.651186,payment,82.46,investment_account,1,17
4,2024-12-14 00:30:06.651186,withdrawal,99.6,high_yield_savings_account,1,17
4,2024-11-01 00:30:06.651186,withdrawal,174.0,premium_checking_account,1,17
4,2024-11-01 00:30:06.651186,payment,173.97,retirement_account,1,17
4,2024-11-11 00:30:06.651186,withdrawal,199.31,high_yield_savings_account,1,17
5,2024-02-09 00:30:06.651186,deposit,89.69,low_interest_loan,2,16
5,2024-10-06 00:30:06.651186,transfer,13.9,savings_account,2,16
5,2024-06-22 00:30:06.651186,transfer,113.52,platinum_credit_card,2,16
5,2024-04-04 00:30:06.651186,payment,97.49,high_yield_savings_account,2,16
5,2023-05-16 00:30:06.651186,withdrawal,63.8,savings_account,2,16
5,2023-07-27 00:30:06.651186,deposit,73.37,premium_checking_account,2,16
5,2023-03-08 00:30:06.651186,payment,162.1,credit_card,2,16
5,2024-03-31 00:30:06.652187,withdrawal,95.71,platinum_credit_card,2,16
5,2023-02-27 00:30:06.652187,deposit,110.79,basic_checking_account,2,16
5,2024-11-22 00:30:06.652187,withdrawal,185.45,platinum_credit_card,2,16
5,2024-10-04 00:30:06.652187,transfer,239.19,basic_checking_account,2,16
5,2023-04-02 00:30:06.652187,payment,19.45,retirement_account,2,16
5,2024-06-04 00:30:06.652187,transfer,29.99,low_interest_loan,2,16
5,2023-05-20 00:30:06.652187,payment,111.48,basic_checking_account,2,16
5,2024-04-07 00:30:06.652187,deposit,219.49,savings_account,2,16
5,2023-06-25 00:30:06.652187,transfer,69.78,basic_checking_account,2,16
5,2023-07-20 00:30:06.652187,withdrawal,72.01,credit_card,2,16
5,2024-02-10 00:30:06.652187,transfer,175.25,investment_account,2,16
5,2023-07-13 00:30:06.652187,transfer,104.33,platinum_credit_card,2,16
5,2023-07-29 00:30:06.652187,payment,92.22,low_interest_loan,2,16
5,2024-07-06 00:30:06.652187,withdrawal,125.81,credit_card,2,16
5,2025-02-15 00:30:06.653191,transfer,123.77,retirement_account,2,16
5,2023-07-27 00:30:06.653191,payment,141.01,premium_checking_account,2,16
5,2024-04-30 00:30:06.653191,payment,14.64,personal_loan,2,16
5,2023-06-15 00:30:06.653191,withdrawal,112.51,basic_checking_account,2,16
5,2025-01-28 00:30:06.653191,transfer,140.29,basic_checking_account,2,16
5,2023-04-27 00:30:06.653191,deposit,88.04,credit_card,2,16
5,2023-06-15 00:30:06.653191,payment,141.16,savings_account,2,16
5,2025-01-12 00:30:06.653191,transfer,6.63,savings_account,2,16
5,2023-08-16 00:30:06.653191,payment,61.76,high_yield_savings_account,2,16
5,2025-02-05 00:30:06.653191,transfer,131.64,personal_loan,2,16
5,2023-12-28 00:30:06.653191,deposit,213.53,platinum_credit_card,2,16
5,2023-12-07 00:30:06.653191,deposit,148.5,basic_checking_account,2,16
5,2024-06-11 00:30:06.654187,payment,136.04,platinum_credit_card,2,16
5,2023-09-17 00:30:06.654187,deposit,82.62,platinum_credit_card,2,16
5,2024-09-14 00:30:06.654187,transfer,141.46,high_yield_savings_account,2,16
5,2024-07-19 00:30:06.654187,payment,164.35,credit_card,2,16
5,2024-09-16 00:30:06.654187,transfer,77.77,high_yield_savings_account,2,16
5,2023-04-07 00:30:06.654187,withdrawal,101.36,high_yield_savings_account,2,16
5,2024-05-04 00:30:06.654187,withdrawal,93.24,credit_card,2,16
5,2023-05-02 00:30:06.654187,transfer,94.4,platinum_credit_card,2,16
5,2023-03-11 00:30:06.654187,transfer,116.32,retirement_account,2,16
5,2024-04-24 00:30:06.654187,transfer,114.0,premium_checking_account,2,16
5,2023-06-08 00:30:06.654187,payment,43.73,high_yield_savings_account,2,16
5,2024-04-02 00:30:06.654187,deposit,110.84,retirement_account,2,16
5,2023-06-27 00:30:06.654187,transfer,122.11,retirement_account,2,16
5,2024-12-31 00:30:06.655187,deposit,68.63,high_yield_savings_account,2,16
5,2024-08-22 00:30:06.655336,transfer,75.23,investment_account,2,16
5,2025-02-19 00:30:06.655336,transfer,47.27,credit_card,2,16
5,2023-12-17 00:30:06.655336,deposit,63.53,credit_card,2,16
6,2022-07-29 00:30:06.655336,transfer,142.61,platinum_credit_card,9,16
6,2024-01-31 00:30:06.655336,transfer,16.04,premium_checking_account,9,16
6,2023-11-03 00:30:06.655336,withdrawal,108.07,savings_account,9,16
6,2021-11-02 00:30:06.655336,payment,138.77,investment_account,9,16
6,2019-09-09 00:30:06.655336,payment,140.22,basic_checking_account,9,16
6,2024-05-11 00:30:06.655336,transfer,92.14,platinum_credit_card,9,16
6,2017-09-16 00:30:06.655336,payment,103.92,basic_checking_account,9,16
6,2022-02-08 00:30:06.656187,deposit,25.76,basic_checking_account,9,16
6,2024-09-25 00:30:06.656187,withdrawal,105.49,low_interest_loan,9,16
6,2017-12-30 00:30:06.656187,transfer,156.48,basic_checking_account,9,16
6,2020-04-27 00:30:06.656187,deposit,31.86,low_interest_loan,9,16
6,2023-02-28 00:30:06.656187,withdrawal,4.44,basic_checking_account,9,16
6,2023-12-19 00:30:06.656187,deposit,228.5,premium_checking_account,9,16
6,2023-01-13 00:30:06.656187,withdrawal,44.64,savings_account,9,16
6,2016-04-01 00:30:06.656187,withdrawal,32.55,premium_checking_account,9,16
6,2020-06-24 00:30:06.656187,transfer,154.58,high_yield_savings_account,9,16
6,2019-11-18 00:30:06.656187,payment,29.62,premium_checking_account,9,16
6,2019-04-18 00:30:06.656187,transfer,61.11,premium_checking_account,9,16
6,2016-09-15 00:30:06.656187,deposit,18.87,personal_loan,9,16
6,2018-04-27 00:30:06.656187,transfer,117.05,low_interest_loan,9,16
6,2016-07-31 00:30:06.657187,deposit,73.77,basic_checking_account,9,16
6,2016-10-10 00:30:06.657187,payment,124.47,premium_checking_account,9,16
6,2019-04-09 00:30:06.657187,payment,135.55,high_yield_savings_account,9,16
6,2020-12-19 00:30:06.657187,deposit,122.21,platinum_credit_card,9,16
6,2018-04-01 00:30:06.657187,withdrawal,129.66,personal_loan,9,16
6,2024-03-27 00:30:06.657187,transfer,84.52,basic_checking_account,9,16
6,2019-02-13 00:30:06.657187,deposit,16.51,premium_checking_account,9,16
6,2019-11-18 00:30:06.657187,transfer,188.23,credit_card,9,16
6,2019-10-30 00:30:06.657187,transfer,64.78,personal_loan,9,16
6,2016-05-27 00:30:06.657187,payment,29.58,high_yield_savings_account,9,16
6,2018-10-26 00:30:06.657187,deposit,162.33,premium_checking_account,9,16
6,2022-03-11 00:30:06.657187,payment,8.49,savings_account,9,16
6,2020-12-19 00:30:06.658186,withdrawal,72.75,retirement_account,9,16
6,2016-04-18 00:30:06.658186,payment,119.96,personal_loan,9,16
6,2024-10-15 00:30:06.658186,payment,81.82,investment_account,9,16
6,2018-01-08 00:30:06.658186,withdrawal,97.15,investment_account,9,16
6,2016-03-06 00:30:06.658186,withdrawal,49.96,retirement_account,9,16
6,2023-12-06 00:30:06.658186,deposit,192.7,premium_checking_account,9,16
6,2022-12-08 00:30:06.658710,transfer,106.03,retirement_account,9,16
6,2021-05-12 00:30:06.658710,deposit,165.6,platinum_credit_card,9,16
6,2019-06-10 00:30:06.658710,deposit,96.55,personal_loan,9,16
6,2024-03-15 00:30:06.658710,deposit,28.91,investment_account,9,16
6,2023-05-16 00:30:06.659185,transfer,181.03,investment_account,9,16
6,2017-04-14 00:30:06.659185,transfer,178.52,retirement_account,9,16
6,2020-06-17 00:30:06.659185,deposit,7.96,retirement_account,9,16
6,2020-10-04 00:30:06.659185,withdrawal,36.02,platinum_credit_card,9,16
6,2021-05-05 00:30:06.659185,deposit,109.34,retirement_account,9,16
6,2025-01-22 00:30:06.659185,deposit,62.23,low_interest_loan,9,16
6,2019-07-03 00:30:06.659185,payment,111.52,low_interest_loan,9,16
6,2021-09-18 00:30:06.659185,withdrawal,121.62,premium_checking_account,9,16
7,2023-01-31 00:30:06.660185,payment,114.18,basic_checking_account,7,23
7,2024-02-21 00:30:06.660185,transfer,85.97,premium_checking_account,7,23
7,2018-12-25 00:30:06.660185,withdrawal,5.97,low_interest_loan,7,23
7,2022-04-16 00:30:06.660185,deposit,82.46,investment_account,7,23
7,2024-12-21 00:30:06.660185,transfer,52.77,savings_account,7,23
7,2024-10-12 00:30:06.660185,withdrawal,215.15,credit_card,7,23
7,2024-11-04 00:30:06.660185,payment,84.61,basic_checking_account,7,23
7,2022-04-16 00:30:06.660185,withdrawal,67.06,investment_account,7,23
7,2020-12-22 00:30:06.660185,transfer,134.58,basic_checking_account,7,23
7,2020-05-06 00:30:06.660185,deposit,164.31,platinum_credit_card,7,23
7,2023-03-13 00:30:06.661186,payment,96.49,retirement_account,7,23
7,2023-10-20 00:30:06.661426,deposit,16.95,retirement_account,7,23
7,2025-01-04 00:30:06.661426,payment,121.48,personal_loan,7,23
7,2020-02-29 00:30:06.661426,deposit,110.38,platinum_credit_card,7,23
7,2024-06-15 00:30:06.661426,transfer,122.33,premium_checking_account,7,23
7,2022-11-16 00:30:06.662185,transfer,89.34,premium_checking_account,7,23
7,2022-06-06 00:30:06.662185,payment,76.73,retirement_account,7,23
7,2023-06-16 00:30:06.662185,deposit,144.33,low_interest_loan,7,23
7,2019-01-07 00:30:06.662185,deposit,111.11,low_interest_loan,7,23
7,2024-08-21 00:30:06.662185,transfer,76.06,personal_loan,7,23
7,2018-03-04 00:30:06.662185,payment,67.47,premium_checking_account,7,23
7,2025-02-04 00:30:06.662185,deposit,152.18,retirement_account,7,23
7,2022-01-15 00:30:06.663184,withdrawal,45.29,premium_checking_account,7,23
7,2018-05-26 00:30:06.663184,transfer,18.58,personal_loan,7,23
7,2020-03-13 00:30:06.663184,deposit,132.05,personal_loan,7,23
7,2022-11-29 00:30:06.663184,payment,91.4,basic_checking_account,7,23
7,2023-11-01 00:30:06.663184,withdrawal,214.94,low_interest_loan,7,23
7,2020-04-15 00:30:06.663184,transfer,81.86,investment_account,7,23
7,2024-05-30 00:30:06.663184,withdrawal,15.91,credit_card,7,23
7,2019-07-11 00:30:06.664184,deposit,12.07,low_interest_loan,7,23
7,2019-07-28 00:30:06.664184,payment,133.36,basic_checking_account,7,23
7,2019-09-01 00:30:06.664184,deposit,180.7,basic_checking_account,7,23
7,2022-07-02 00:30:06.664184,payment,128.15,personal_loan,7,23
7,2021-02-17 00:30:06.664184,transfer,23.37,low_interest_loan,7,23
7,2025-02-09 00:30:06.664184,withdrawal,43.86,high_yield_savings_account,7,23
7,2023-01-10 00:30:06.664844,transfer,119.12,low_interest_loan,7,23
7,2021-06-27 00:30:06.664844,deposit,93.59,investment_account,7,23
7,2018-02-23 00:30:06.664844,transfer,74.94,low_interest_loan,7,23
7,2020-03-21 00:30:06.664844,withdrawal,81.33,premium_checking_account,7,23
7,2022-10-24 00:30:06.665184,withdrawal,41.32,basic_checking_account,7,23
7,2018-12-10 00:30:06.665184,transfer,72.39,low_interest_loan,7,23
7,2022-09-11 00:30:06.665184,transfer,131.65,investment_account,7,23
7,2018-08-19 00:30:06.665184,payment,57.99,investment_account,7,23
7,2022-07-14 00:30:06.665184,transfer,108.23,investment_account,7,23
7,2021-10-20 00:30:06.665184,deposit,125.34,premium_checking_account,7,23
7,2022-06-12 00:30:06.665184,payment,89.96,platinum_credit_card,7,23
7,2018-08-20 00:30:06.665184,transfer,98.34,platinum_credit_card,7,23
7,2025-01-14 00:30:06.665184,payment,189.73,credit_card,7,23
7,2022-06-23 00:30:06.665184,deposit,145.37,savings_account,7,23
7,2020-10-12 00:30:06.666187,payment,101.79,premium_checking_account,7,23
8,2021-08-14 00:30:06.666187,payment,129.53,basic_checking_account,8,21
8,2017-12-20 00:30:06.666187,transfer,155.44,investment_account,8,21
8,2017-05-24 00:30:06.666187,transfer,115.89,personal_loan,8,21
8,2019-03-03 00:30:06.666187,transfer,68.52,retirement_account,8,21
8,2017-06-13 00:30:06.666187,transfer,72.91,personal_loan,8,21
8,2019-04-23 00:30:06.666187,payment,131.94,premium_checking_account,8,21
8,2023-07-12 00:30:06.666187,deposit,60.9,basic_checking_account,8,21
8,2021-09-12 00:30:06.666187,deposit,69.25,low_interest_loan,8,21
8,2017-02-28 00:30:06.666187,payment,80.45,personal_loan,8,21
8,2023-07-15 00:30:06.666187,deposit,66.48,premium_checking_account,8,21
8,2021-03-17 00:30:06.666187,payment,127.86,platinum_credit_card,8,21
8,2021-10-19 00:30:06.666187,payment,64.81,high_yield_savings_account,8,21
8,2021-09-03 00:30:06.667184,payment,153.68,platinum_credit_card,8,21
8,2018-06-08 00:30:06.667184,withdrawal,48.67,platinum_credit_card,8,21
8,2017-08-08 00:30:06.667184,withdrawal,75.99,premium_checking_account,8,21
8,2023-03-19 00:30:06.667184,transfer,106.39,high_yield_savings_account,8,21
8,2023-01-19 00:30:06.667184,transfer,14.75,basic_checking_account,8,21
8,2019-04-26 00:30:06.667184,payment,169.15,savings_account,8,21
8,2018-04-11 00:30:06.667184,withdrawal,133.91,savings_account,8,21
8,2018-06-12 00:30:06.667184,deposit,97.6,personal_loan,8,21
8,2022-09-17 00:30:06.667184,deposit,48.94,premium_checking_account,8,21
8,2020-06-15 00:30:06.667184,withdrawal,135.42,high_yield_savings_account,8,21
8,2020-11-10 00:30:06.667184,transfer,132.51,credit_card,8,21
